ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaultpaymentnextmonth
9206,288856.001,2,1,,29,-1,,-1,-1,,-1,,786,1379,1885,3040.3738,,788,1383,,-2388.883728,1253,316,0
9207,294956.8762,2,,1,29,0,0,,0,0,0,,166345,,170227,159174.7026,161912,11200,6000,-3779.433307,,,5000,0
9208,,,3,,36,-1,-1,-1,,-1,-2,8020,717,0,0,,0,,0,,1470.902795,0,,0
9209,34200.57578,2,2,1,41,0,,0,0,,,7434,8453,9249,,2109.355767,,1300,,-1989.878299,3276.781078,1140,390,0
9210,,2,3,1,,-1,-1,-1,-1,-1,-1,,32254,4805,1600,-972.695558,,32254,4819,-1103.602586,,,3199,0
9211,,2,2,1,31,0,0,0,0,0,2,,,79570,106523,108697.6443,,,,3453.271377,3076.092159,4000,3800,1
9212,386300.156,1,1,,28,-2,-2,-2,-2,-2,-2,1202,-14,2893,,,12215,,2907,6097.703173,16755.24317,12216,29171,0
9213,65541.10617,1,2,,34,1,2,2,0,2,0,64575,65961,64308,65047,,74360,,0,,,9000,0,0
9214,3611301,-2,,,-37,0,5,7,-1,5,14,74418,3251,86800,84144,-4465713.136,,3251,86804,2649.215323,-388439.6853,71439,2738,1
9215,1261763.361,-1,-2,,,,4,3,2,4,2,17453,16898,,17270,,16297,,,-2761.392473,-8600.347539,0,3000,0
9216,114694.3498,1,2,2,26,,,-1,0,,-1,214,107,214,107,18470.84955,,0,214,-1562.565711,,38362,,0
9217,135306.3509,1,2,,,,-1,,,-1,0,1180,7667,9044,,22224.03013,0,7705,9047,,,0,0,1
9218,201020.5096,2,2,,,0,0,,0,0,2,178239,,177754,178191,196608.0547,179546,7969,6379,586.8483282,,3000,5400,1
9219,504137.8701,,2,1,47,,,,-1,,-1,396,396,396,,-6671.046834,396,396,396,-276.8084675,,396,,1
9220,358251.2147,2,2,,,-1,-1,-1,-1,-1,-1,4000,311,913,465,-5855.444684,4247,311,920,8643.763042,-3092.569823,,,0
9221,311637.0165,1,1,2,38,-1,-1,-1,-1,-1,,,5409,16770,83490,-3669.072404,52281,5409,,,-800.2686973,52281,15643,0
9222,193457.8076,1,,1,42,1,,-2,-2,,-2,,0,0,0,-7238.646893,0,0,0,-3996.520625,,0,,1
9223,,,,2,,1,2,2,2,2,2,29003,29244,,31224,35500.11411,32763,,2363,,-2506.945805,2700,1157,1
9224,,1,1,1,47,-2,-2,-2,-2,-2,-2,960,1863,2667,0,2924.376672,0,1869,2681,-3629.993773,1117.011788,0,2397,0
9225,23796.04351,1,2,2,50,0,0,0,0,0,0,16242,13277,10834,,7131.936479,5741,1215,,-3591.925347,-3115.112762,220,100,0
9226,160115.9738,2,2,2,23,0,0,0,,0,-2,21905,22473,21380,,1251.216619,,1373,1000,827.9095927,-4181.389719,0,20261,0
9227,16060790.43,-2,,-1,-40,2,1,-5,11,1,,415,,,565,583235.7434,,415,415,-3827.495868,62697.27166,0,415,1
9228,,,3,2,,,3,2,0,3,2,12480,12001,,11436,8842.343991,,0,0,933.3625187,-574.9029514,,,1
9229,,,1,,24,-1,,-1,-2,,,,780,,,1761.82717,18239,,,,-353.2388159,,650,1
9230,371757.2898,1,,1,,,,,0,,0,178087,185212,187648,192538,189096.6142,206489,10000,7001,,,,14807,0
9231,87988.02468,1,2,2,25,1,-2,-2,-2,-2,-2,,,0,,-16497.68672,0,0,0,6948.83255,,,0,0
9232,460812.1782,,,,31,-1,-1,-1,2,-1,0,757,,,1562,,9248,,2000,-675.5728478,,1000,1000,0
9233,155393.1858,1,2,2,26,0,0,,0,0,0,,111580,,10045,6165.426478,10816,5000,3340,-3268.754804,-833.878854,,416,0
9234,148209.4365,1,3,,30,2,2,2,2,2,0,145627,145339,,113942,132261.9846,,6005,210,,,4183,4213,0
9235,,2,2,,33,1,2,2,0,2,-1,21576,,21057,20746,19110.7989,,3000,0,-168.6473605,-2131.315265,,1542,0
9236,95130.11917,1,2,2,,0,0,0,0,0,2,24906,26242,27360,27480,30289.01908,28779,2000,1800,4155.786252,5038.117841,0,1000,0
9237,,,,2,35,-1,-1,-2,-2,-1,-2,,0,0,,670.552972,0,0,0,,,0,0,0
9238,,,2,,,,0,,0,0,-1,,,62582,47595,46422.61879,44287,5000,,,,44287,3000,0
9239,345148.2845,2,,,45,0,0,0,0,0,-1,167370,183070,190369,185069,192062.1246,27004,,16000,-3810.901127,,30000,10000,0
9240,297531.4633,2,2,1,,-1,-1,-1,-1,-1,-1,3862,-3,6367,570,3416.653938,127,0,,3241.48724,791.5559005,1217,60959,0
9241,22986497,-2,-1,,-29,,-2,,-1,-2,-1,0,0,1630,1871,24294.34163,3480,0,,8783.811667,-79458.89501,3480,1600,0
9242,,1,1,1,,-1,-1,-2,-2,-1,-1,14515,,0,0,9264.744802,13439,0,0,3546.505978,-2661.386388,13439,0,1
9243,3611301,,-1,-1,-26,0,3,,-3,3,,,65221,73395,81697,-2881712.169,58920,15000,10000,-8674.9904,-13860.40147,,10000,1
9244,325440.5253,,1,2,29,,0,0,0,0,0,132024,135687,138933,139824,140047.6708,145269,6400,7000,11817.65107,5437.977445,,,0
9245,72568.91482,2,2,1,32,1,,,-1,,-1,,323,0,2520,6810.063265,0,,0,7600.914071,5151.403164,,0,0
9246,115021.2271,2,,2,33,0,0,-1,-1,0,-1,7547,3773,4329,8638,263.6684909,-1,1011,4345,7009.529217,-360.0099279,,338,0
9247,8699590.115,-1,,-1,,,-4,-8,-4,-4,-1,833,,,833,-355516.2957,833,833,833,5109.364871,33658.36593,833,833,0
9248,307707.9786,1,1,1,38,,-2,-2,-2,-2,-1,101259,,11169,2300,,10551,7259,11055,,-2002.621709,10551,15000,1
9249,318111.3968,2,2,2,,-1,-1,-1,,-1,,,,,,,,,2787,1152.987289,-1800.345064,5347,1420,0
9250,137710.7745,,2,,29,0,0,0,-2,0,-2,30857,43333,0,,1289.172873,0,13333,0,-1422.883248,-3140.917693,,0,0
9251,10394565.18,,-2,-1,-30,0,0,2,0,0,0,149218,217602,96169,70083,,78312,10915,5,,,20000,2000,0
9252,17439.56192,1,2,1,39,1,2,0,0,2,0,30559,26457,27469,28013,33507.16672,29636,129,1456,,,1500,,0
9253,3611301,,-2,-2,-34,1,-1,8,-2,-1,8,8069,2855,,,-714483.6043,3177,2855,11900,-6461.86463,-157209.0344,3177,4511,0
9254,221331.8435,1,1,1,29,-1,-1,,,-1,-1,17882,367,-4661,-23,7355.663045,2500,403,4838,1810.041011,,,,0
9255,112650.336,,1,2,,0,0,,,0,0,52440,55961,63341,,,59383,5000,,8792.729449,2535.750278,,2900,0
9256,117976.8135,2,1,2,28,1,-1,-1,-1,-1,,-100,,,46952,56617.22585,47324,500,400,6254.39115,2927.967936,3000,2000,1
9257,,,3,1,,1,2,2,-2,2,-2,14428,,0,0,6545.107334,,,0,3045.569874,,0,0,0
9258,199076.0812,,1,2,30,-1,,-1,-1,,0,7056,,1166,13740,,2144,3033,1172,740.7980721,-2907.671127,0,,0
9259,13285.92786,2,2,2,21,0,0,0,0,0,0,20040,17850,13560,11748,6818.343104,10019,1499,1099,4111.088306,5497.456651,2000,,0
9260,357797.3688,2,2,1,,-1,-1,,,-1,-1,,,,19158,7544.320772,,,4723,-518.0576198,4243.130974,,,0
9261,104750.0805,1,,1,59,,0,0,,0,,,73024,74297,,18408.36445,30254,3234,3075,-2612.418214,3105.95491,1074,1028,0
9262,141536.0198,2,1,2,34,0,0,0,0,0,0,55623,49216,46239,36300,,28164,,,,,1160,,0
9263,96677.30294,,,,30,0,0,0,0,0,,3878,,,,12044.60408,6828,1300,1500,-2851.806287,3010.486136,,800,0
9264,122855.3434,1,2,1,30,0,,,2,,2,26000,9000,63853,,62172.28099,42784,1500,63853,1289.634905,-5553.034015,0,,0
9265,18468.48979,2,,2,,0,0,0,2,0,0,8128,,10255,9389,-5966.238086,8572,1400,,7373.310089,5091.152183,500,2000,0
9266,,,1,,,0,,0,0,,0,17191,17864,,18393,28031.94036,,,1600,,,1000,2000,0
9267,12325703.55,-1,-1,-1,-39,3,12,0,3,12,1,,27796,12372,4610,-610692.7725,-809,2017,3000,-388.5325227,37306.19536,0,,1
9268,,1,1,2,33,,0,,0,0,,21171,22698,14125,,21795.48551,,2028,,2045.252246,5911.552169,2000,2000,0
9269,32251.59566,2,2,2,,0,-1,-1,0,-1,0,,627,14596,19323,,20142,627,14596,1046.872628,-907.6910571,742,404,0
9270,63267.30752,,2,2,26,0,,0,,,0,23790,23880,24843,25338,26343.46187,26008,,1388,81.98540211,703.3134471,952,877,0
9271,,1,2,,26,,0,0,0,0,0,145574,108617,102711,95652,,,3907,3600,6086.475964,2127.878341,3616,,0
9272,67685.70067,1,1,2,31,2,2,2,2,2,2,60705,62352,60745,58828,62741.37952,58551,3200,0,-1284.630661,946.8719638,4727,0,0
9273,104812.153,2,2,1,40,2,2,,2,2,2,44421,45504,,46900,,49057,2100,1700,498.6646957,4181.403343,,2000,0
9274,483982.24,1,2,,,0,0,0,0,0,0,24677,28287,32988,,,28697,7013,8071,5364.726716,10384.63021,5019,2006,0
9275,58353.61252,,2,2,,0,,0,-2,,-2,26533,16426,,0,-10601.73009,,1000,0,177.8281775,1983.216895,0,0,0
9276,368757.6707,2,2,,27,-1,-1,,-1,-1,,24583,,11271,6559,-16609.13825,10057,1964,,7796.589758,,10072,,0
9277,443159.4469,1,1,2,31,-1,-1,,-1,-1,-1,3960,4397,,,20688.93158,,,2180,-3023.340111,13245.58262,3581,37092,0
9278,177807.4041,1,,,,-1,-1,-1,,-1,-1,813,1351,0,2773,-1026.707333,2026,,0,,948.5628218,2026,0,0
9279,218992.8627,1,2,1,,0,0,-1,-1,0,0,177017,107267,11426,96562,151249.7651,141659,20135,12099,12611.46766,51418.0351,140000,,0
9280,76817.55367,1,2,1,25,1,-1,0,0,-1,0,,37230,10496,3614,-5780.736479,1494,18631,1000,,,,0,1
9281,,1,2,1,38,1,2,0,,2,0,91662,88467,90193,94629,96278.76488,80971,,4500,4977.497981,-3157.449617,3403,,0
9282,56842.57222,2,2,2,23,-1,-1,0,0,-1,,3796,,7012,11009,9304.636755,27694,,,9674.40419,7939.006739,12000,,0
9283,260112.2477,1,,,,-1,,-1,-1,,-1,4792,3410,,3105,-3163.232966,14013,,2295,,-1230.554345,14013,4240,0
9284,268023.6005,2,5,,41,2,2,2,2,2,2,239633,242710,229923,,243757.0283,238202,,,3898.369559,6254.504814,8600,0,0
9285,84259.72083,2,1,2,,0,0,0,0,0,0,15036,,,17266,9797.14316,,1580,1280,4528.779344,1900.389323,785,600,0
9286,,,,,27,0,,0,0,,,46858,22534,18131,18530,19574.01134,19608,2000,4131,,,1000,1000,0
9287,107219.7803,2,1,1,42,2,2,2,2,2,2,46195,47166,46112,48925,47545.41,50823,2000,0,,65.93536835,2000,2000,0
9288,5857968.286,-2,,-2,-34,-6,10,5,-7,10,-4,84054,,78715,26681,327036.6908,0,3,5,1756.496379,20562.23015,0,0,0
9289,153115.5779,2,,2,40,,-1,,-1,-1,,7296,1819,1012,0,-6196.745281,0,1819,1012,2063.818159,,,0,1
9290,,,,-2,-30,1,2,2,,2,2,105348,106432,,,4052726.508,95471,4268,3251,3235.363327,16364.07114,0,,1
9291,251884.4389,2,2,2,34,0,0,0,,0,0,,,115927,106350,97566.13939,89909,,,2199.364501,4444.782037,,3100,0
9292,215482.6713,2,,2,25,0,0,0,0,0,-1,,26504,20010,,86963.84222,,,,2478.225199,102997.2764,0,0,0
9293,,2,,1,30,0,,2,,,2,106298,111040,122612,120270,101014.596,,6451,15000,-631.7147376,-2188.887364,7000,0,1
9294,3611301,,-2,-2,-40,2,-9,-4,-4,-9,-2,4289,1000,0,0,722479.0009,0,1000,0,636.1651958,7670.037405,0,10443,1
9295,162134.9135,2,2,2,27,1,2,2,-1,2,,28332,27464,,,100870.127,,0,28,,3502.018117,3600,2604,0
9296,32168.27357,1,2,2,35,0,,2,2,,0,20290,24727,24031,25579,36490.8081,,5100,0,4720.770157,-1024.855012,,,0
9297,128464.309,1,2,1,36,0,0,0,0,0,0,25028,26054,,7311,11428.03929,,3033,3379,,73.41062507,0,0,0
9298,143807.0192,1,2,2,,0,0,,0,0,,,130023,,,48722.24104,,5006,2169,5407.714642,,3006,2505,0
9299,22752.26949,1,3,2,38,0,,0,,,0,18878,19286,18977,18335,21075.63363,18475,,1289,10394.04823,-6.413006067,664,682,0
9300,351537.2533,,1,1,,,,-1,-1,,-1,797,357,,0,,2318,360,759,1582.696319,-2.399695508,2318,,0
9301,9463528.724,-2,-1,-2,-28,-1,,-1,-3,,-2,9821,8582,0,0,-147494.3702,0,,0,,-10711.68148,0,1070,0
9302,,,,1,36,1,2,0,0,2,0,,31123,,34656,42274.15852,38308,0,1600,-5362.418259,6192.212671,2000,1420,1
9303,305635.5825,,1,,41,-1,-1,-1,-1,-1,-1,2930,1610,0,800,,1951,1610,0,,,1951,,0
9304,3611301,-1,-2,-2,,-1,-2,-3,-4,-2,12,71731,75357,62407,63706,-2133946.089,,25487,80389,,-274587.9878,,25036,1
9305,71835.59214,1,,,30,,0,0,0,0,,39508,16063,,17506,,18526,2546,1300,,,900,600,0
9306,144564.3523,1,,1,45,-1,3,2,,3,2,104144,106179,106947,,109654.3731,107893,,,2137.525518,1112.400808,0,4100,1
9307,426252.0628,,2,2,27,,-2,-1,-1,-2,-1,,0,,0,941.9212494,1180,0,890,1257.470405,,,1470,0
9308,,2,2,2,28,0,0,0,0,0,3,15280,16230,17153,17351,,18900,,1500,926.897506,-115.4867154,0,900,1
9309,44753.17007,1,1,,33,2,2,0,0,2,-1,12632,13131,14817,13725,,5932,1000,2000,1701.031615,6003.168453,,25497,0
9310,,,-2,,,3,-2,1,2,-2,0,,91640,93480,95256,-4613993.654,71250,4569,4000,-1778.08449,,,2070,1
9311,385370.013,2,,2,27,-2,,-1,0,,0,5497,3300,512,2512,4892.493629,0,3000,,-186.9138678,54.09588477,,,0
9312,623661.1522,2,1,2,52,,-1,-1,0,-1,-1,31400,,17206,164582,70539.80822,54737,32335,17244,4712.998975,,,55136,0
9313,214743.4142,,3,1,69,0,,0,0,,,83858,66979,65728,,57872.8696,,3207,3042,,,2508,2000,0
9314,,2,2,1,25,-1,2,0,,2,0,19744,,19476,16911,11262.54066,9583,0,1200,4237.814216,,1000,0,1
9315,,2,,,29,-1,-1,-1,0,-1,0,,,11277,11277,,-47,1147,11477,8531.022621,114.2720307,0,0,1
9316,3611301,-2,-1,-2,-26,-1,-1,1,3,-1,-2,,,,212608,-9723516.781,205377,9500,10800,444.0450057,-64370.23981,5000,12000,1
9317,144175.7843,2,2,2,,1,-2,-2,-2,-2,-2,0,,0,0,,,0,0,,-758.7946035,,85929,1
9318,3611301,,-3,-1,,-8,-3,-3,4,-3,7,96396,,,79956,,76634,4073,,-10489.46215,,2770,,1
9319,,2,3,1,41,2,0,,0,0,0,199802,195038,129415,,74693.73882,71281,9231,4872,,3777.194865,2591,2410,0
9320,196126.2546,,1,1,39,0,0,0,0,0,0,91415,79928,,,33859.02735,5799,20387,2023,,3915.30831,3029,8419,0
9321,10275230.96,,,-1,-44,2,-6,3,-5,-6,-3,,98817,98495,,,100319,,,68.90099482,,3600,3800,1
9322,477574.8546,2,1,2,34,0,,0,,,0,,143348,,,313180.828,,26000,20000,,48987.02538,100000,200000,0
9323,36664.73065,2,2,2,24,0,,0,,,,13867,14834,15931,15850,24042.17862,14411,1500,1450,5560.535084,,288,250,0
9324,463554.9161,1,,1,39,0,0,0,,0,0,342548,290244,,276579,230636.0132,226502,,6242,3112.275847,,7840,,1
9325,,2,1,1,47,-1,-1,-1,-1,-1,-1,15739,17253,,18351,5017.408506,10637,17253,35369,6075.36792,15405.40774,10637,,0
9326,73278.41101,2,,2,,0,0,,2,0,2,,76940,,55983,58123.71586,51519,6200,2000,9030.390267,4090.236239,0,1567,0
9327,387941.2756,1,,2,,0,0,0,0,0,0,36590,29751,,12936,11733.70426,7970,1400,1000,,,0,0,0
9328,,2,1,,28,-1,-1,-1,-1,-1,-1,,2306,,,49482.65127,15962,,,3455.766922,46699.13531,15962,1596,0
9329,,-1,,-2,-32,,,0,0,,2,21986,21351,22090,22723,369306.3251,23809,0,1400,9749.849256,,,2074,0
9330,33537.0588,,2,2,25,-2,-2,-1,,-2,0,1000,,,16105,31474.69704,16872,,,2487.739515,2597.285134,800,,0
9331,264076.113,,2,,,0,0,0,0,0,0,215928,,224949,229577,,,,8160,3539.025799,13478.90486,8625,8737,0
9332,22109852.53,-1,-2,-2,-33,,-9,2,1,-9,-1,61705,58018,52383,48139,2242199.321,,3000,,5583.956703,90564.12123,3000,4000,1
9333,,2,1,,,,-1,-1,-1,-1,-1,3790,19292,15068,,,18995,19292,15087,19322.79064,-400.8428364,25087,3046,0
9334,316071.0232,1,,2,37,0,,-1,0,,0,,,85376,,94777.57826,41685,5001,,,,3011,,0
9335,2284521.581,-1,-1,,,,,,0,,0,29108,,30477,30651,1676639.236,26304,1800,1800,2961.86852,61138.23154,1000,1100,0
9336,455021.0903,,1,,,0,0,0,,0,0,,294980,276255,241089,,207733,15128,12235,288.6207445,9564.089171,10102,10000,0
9337,,1,1,2,31,1,2,2,0,2,0,65779,,33632,35747,40344.93945,43331,3000,0,,,,0,0
9338,50286.08556,,,2,23,-1,0,,0,0,,18193,19241,19346,,18859.1497,15011,1352,,925.1599116,-1315.150604,353,99,1
9339,29241.02874,2,1,2,25,0,,,0,,0,,25859,26540,13842,12416.14471,18547,,1500,,,3000,3000,0
9340,56021.15491,2,2,1,22,,2,2,0,2,-2,14274,14367,13296,12516,3006.409716,0,1000,0,259215.9026,674.8963725,0,,1
9341,58892.04149,2,2,1,45,,2,,0,2,0,30330,,29480,28805,21694.96993,,,0,1390.191721,303.5899647,768,1299,1
9342,50293.92247,1,2,2,35,0,0,,0,0,0,67306,69023,69340,,52910.37025,,,2310,10223.89498,5550.019298,1700,2000,0
9343,,2,,2,50,0,0,,0,0,0,16350,,18488,19179,,,,,3945.079603,,626,300,0
9344,175427.9705,1,2,,31,2,2,0,0,2,0,200332,195530,176634,128137,115916.9342,128838,0,6800,-219.2827223,8236.7714,,,1
9345,,,1,1,,-1,-1,-1,,-1,-1,1000,1000,3000,1000,9582.890326,1500,1000,3000,907.6986946,-1359.028752,1500,,0
9346,292705.758,1,,2,31,-1,-1,-1,-1,-1,-1,,78176,48163,13461,11203.70039,5663,78580,48408,-738.8509592,6600.833124,,13535,0
9347,19398.20406,2,2,2,24,0,0,0,0,0,0,7199,,9232,9266,,9729,,1270,,516.6458603,350,300,1
9348,,2,1,,24,-2,-2,-2,,-2,-2,,,,1200,1898.04498,1480,220,677,-957.4758362,3938.922654,,3710,0
9349,233126.8058,2,,1,30,1,2,,,2,0,35706,,,26166,,,1500,2547,625.6591608,4366.066542,,2000,0
9350,,2,,2,36,-1,-1,-2,-2,-1,-2,2978,125,15064,101,17445.95757,1411,125,15064,142.7739222,4586.021999,1906,486,0
9351,3611301,-2,-2,-1,-34,14,-1,-1,,-1,6,,25772,,13983,163103.6438,,25772,1500,-7819.908269,-47199.16907,,,1
9352,,,1,2,30,-1,,,-2,,,449,1340,0,,-1209.207816,0,1340,0,,-1623.759084,0,,0
9353,40715.29047,,2,1,37,0,,0,0,,0,10000,7419,7392,8265,16835.40017,17974,7419,1400,14761.09023,962.4055553,500,500,0
9354,151026.1208,1,1,2,,0,0,0,-1,0,-1,23702,23917,,,,435,1457,,-16.02769,-4800.815373,435,,0
9355,60422.47619,,3,2,,,0,0,0,0,0,97348,49221,29457,,13491.71227,19947,3711,1060,6010.947931,3226.448398,,,0
9356,,,2,1,42,0,0,0,0,0,0,18516,,32912,36710,,42283,10000,,,6810.077165,5000,5000,0
9357,150394.8286,2,1,2,29,-2,-2,,-2,-2,,-200,-200,0,2115,9320.420894,,0,200,36281.80779,709.2714424,0,,1
9358,374043.1511,2,1,2,33,-2,-1,2,-1,-1,,,,887,26292,9299.08909,550,883,4,6055.592509,1578.056608,,2500,0
9359,,,-1,-2,-28,,,0,0,,-1,,,17111,19585,,3282,3000,10000,,183180.6886,3300,326,0
9360,503090.8082,1,1,2,36,-1,-1,0,,-1,,15401,23032,54759,,65301.29732,93159,,,,71871.8726,93218,179568,0
9361,262595.5167,,2,1,33,-1,-1,,-1,-1,-1,8383,3470,2220,2220,-8558.322938,,3470,2220,4888.762923,,,3829,0
9362,60686.49039,,2,2,,1,,0,0,,0,9045,7910,6770,6880,18163.67352,4952,1000,1000,1815.34798,5581.619961,2000,,0
9363,,1,,1,42,0,0,0,0,0,0,76166,83909,169911,130718,138461.5883,,10000,115000,14758.18229,,10000,10000,0
9364,498053.8298,2,2,1,,-1,-1,-1,-1,-1,,,,12021,132906,125758.9294,,17512,,1741.450528,2632.301843,37380,3500,0
9365,237138.569,2,,1,,0,0,0,0,0,,121065,96197,,94082,98060.09012,,3500,3349,1863.127611,2619.070501,3300,2601,1
9366,69480.23379,1,2,2,,0,0,,,0,,,17474,18297,20114,11345.98867,,1400,,20363.04745,,0,,0
9367,25983.69215,1,3,2,,0,0,0,0,0,0,11455,,,7337,14011.28871,8769,,1500,,596.158111,1000,2100,0
9368,105895.947,,1,1,36,-1,-1,-1,-1,-1,-1,9164,,5000,,,,4605,5000,2001.044996,257.0213381,390,,0
9369,,2,1,1,55,0,0,0,0,0,0,110778,111431,96867,77140,78384.39841,78046,3796,4262,1127.910566,5384.842812,,2945,1
9370,371917.3541,2,,2,25,0,0,0,0,0,0,336179,,161223,,135448.6075,134135,,7226,1703.463765,3625.205953,15003,15011,0
9371,85820.56927,2,,1,,0,-1,-1,-1,-1,-1,,1055,-180,,3516.725325,,1055,0,3041.431951,-1743.770762,1132,1110,1
9372,,2,1,1,50,-1,-1,-1,0,-1,-1,1662,,19272,,14821.27248,,2482,19272,-1504.958125,8352.971038,3471,13754,0
9373,92485.92617,,1,,43,-1,-1,-1,-2,-1,-1,,2282,-185,-185,-6528.81907,665,,0,8117.295496,4801.353475,,0,0
9374,23970.5585,2,,1,,1,,2,2,,0,29334,28198,,28268,30982.10172,17219,0,,,-261.3274741,344,0,0
9375,88997.95643,1,2,2,,0,0,0,0,0,0,48566,47893,48760,22967,47139.98121,23755,,2313,11921.39162,-1034.178645,1008,695,0
9376,47071.30883,,2,2,33,0,0,0,0,0,0,53282,,49911,19817,12162.41817,,,2300,667.9733402,-207.600156,878,,1
9377,465269.344,2,1,1,69,-1,-1,-1,-1,-1,-1,2000,0,,0,20348.77315,2374,0,1173,9001.965635,4707.260393,,708,1
9378,,2,2,1,37,0,,0,0,,0,3811,8692,10467,10067,,12567,5000,,2338.199781,,0,0,1
9379,22749140.26,-1,-1,-2,-33,0,0,0,0,0,0,53562,49396,42968,,1475641.819,31026,2045,1660,6992.077103,28318.95095,2000,865,0
9380,,,3,2,,-2,-2,-1,-1,-2,2,20732,19981,,20786,31663.08715,18752,2,431,,,2732,,1
9381,,,2,2,27,0,0,0,,0,0,21958,22572,,10849,7118.210055,,1300,2000,8354.190019,4165.063812,52292,2200,0
9382,13785224.41,-2,-2,,-38,1,2,0,0,2,2,47320,,51652,54969,1617052.884,48952,,6000,5352.503163,-41272.15189,10022,0,1
9383,,1,1,,30,0,0,0,0,0,0,77939,78524,,,66429.06695,27126,3916,3000,4685.941985,4317.790728,1000,2000,0
9384,341017.4762,2,,1,28,1,,,-2,,,0,0,0,,-17031.05191,0,0,0,1092.025369,,,0,0
9385,1188298.865,-1,-2,-2,-26,3,-1,6,0,-1,3,9526,9240,8950,8660,-580520.7284,9472,,,-19592.32013,,929,0,1
9386,6314.670737,2,3,1,42,2,0,0,0,0,0,,,9412,,,0,1228,1000,249.0355136,,0,,1
9387,207763.0302,2,3,2,70,-1,-1,,0,-1,-2,7109,9999,5300,5300,-3169.098394,0,,,,-417.859509,0,0,0
9388,168608.4928,2,2,,35,0,0,0,0,0,0,,41045,,40699,41238.09457,9340,1806,1462,,1463.225458,,44,0
9389,,1,5,,,0,,0,0,,,47423,,31251,30935,,27487,1600,1600,6378.407578,,,972,0
9390,78896.46968,1,,,26,,2,2,2,2,2,,,32183,38897,42368.62589,40536,,390,12759.78659,4465.881341,1500,0,0
9391,,1,1,2,,-2,-2,-2,-2,-2,-2,,,15906,81768,12644.19566,43827,101319,,-750.6303349,6196.136617,44257,,0
9392,6401772.927,-1,-2,-2,-25,3,2,11,6,2,3,,416,832,,-242197.1094,,0,832,944.623905,17413.58283,0,,0
9393,2847649.878,-1,-2,-2,-28,8,4,-1,-3,4,-8,2809,187,3135,,-457114.678,894,0,3141,-5508.042833,4766.117956,,,1
9394,152182.166,1,2,,42,0,,0,0,,0,142118,,133868,,121523.4546,,7040,6165,16003.71903,,5001,,0
9395,175025.1613,1,,2,34,,,0,0,,,,49242,,55521,116949.4634,,3000,5000,3289.047673,59132.13968,5000,,0
9396,,1,2,,,,0,0,-2,0,-2,19724,,0,,,0,1000,0,29812.21627,-2130.820757,0,0,0
9397,4131960.334,,-1,-2,-23,1,3,2,2,3,,,,11305,12216,1124977.814,12026,0,,-646.8665251,,0,445,0
9398,839689.2189,,-1,,-29,7,7,-1,-1,7,3,,15759,17371,17873,1284818.823,10817,,2000,-289.2025842,6474.259099,1000,,1
9399,,,,2,48,0,,0,0,,,,,178698,182101,,154668,10000,,-4366.613853,10230.89992,6000,,0
9400,,2,3,,66,0,0,0,0,0,0,82583,83398,85103,86802,90424.10973,,,3100,1592.856304,2591.513327,3500,7100,1
9401,61979.99716,1,2,,,0,0,0,0,0,0,44849,41873,,18291,16435.04424,27476,2550,1636,1531.609812,-507.5780137,1000,1000,1
9402,,-2,,-1,-54,0,-7,-7,-9,-7,,,69010,70683,71504,,,3000,3000,,-17087.24927,2500,1500,1
9403,3611301,-2,-1,-2,,-8,-9,,-2,-9,-2,329,49,317,827,,120,500,320,-3367.437315,-11172.04133,,400,1
9404,3611301,-2,-2,-2,-39,-1,3,5,-3,3,-10,132749,,,64598,,710,5290,,-5601.603695,21627.55015,712,43974,1
9405,,2,,2,23,0,0,0,0,0,0,111271,,107998,79211,68620.03471,80628,,4016,,3661.035525,4000,,0
9406,54161.57322,2,2,1,42,-1,,-2,,,-1,390,0,-390,-780,-7564.500627,0,0,0,,3423.153563,,0,0
9407,-6462.296895,1,,2,26,0,0,0,,0,-1,2989,,2917,1473,,,,1000,-1180.63317,48.24823543,,0,0
9408,3611301,-1,-2,-2,-28,-5,-1,8,0,-1,-4,0,0,,0,-300933.5206,0,0,0,-8161.855755,15065.15104,,0,1
9409,162817.4774,,1,2,34,,2,2,2,2,,23535,22876,25674,24963,,26278,,3503,229.9411633,2592.863911,,,0
9410,408402.4511,2,2,,28,-2,-2,-2,-2,-2,-2,8325,,-15641,,-9613.856576,-16370,0,,-3755.136952,1676.025838,3650,52719,0
9411,303389.8135,1,1,2,32,0,,0,,,-1,6023,23782,26024,26201,20522.78775,,18000,3000,1025.10682,-357.5002712,6579,40200,0
9412,85921.93595,1,,1,55,,,0,0,,0,106670,108727,,,79785.83751,75685,6000,,,3714.605159,3000,3069,0
9413,,1,3,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,11640.46614,,0,0,63451.1446,611.2794085,0,,0
9414,119832.5746,2,,1,39,,2,2,2,2,2,97284,,99898,,90608.03734,100959,4700,2950,1004.822258,-1739.495692,6170,7,1
9415,308982.6188,,1,,29,0,0,0,,0,0,42518,,,22187,17050.20131,7938,,1000,,4414.481611,2000,8206,0
